Competition,Rank,Player,Team,Position,Game_Num,KDA,KP,Kills,Most_Kills,Deaths,Most_Deaths,Assists,名次,选手?,Most_Assits,GPM,CSPM,DPM,DMG_Pct,DTPM,DTPM_Pct,WPM,WCPM
2020 LPL Spring,1,Karsa,TES,Jug,50,3.4,0.668,2.4,7,2.9,10,7.6,1,Karsa,22,324,5.11,255,0.123,775,0.285,0.7,0.36
2020 LPL Spring,2,Tian,FPX,Jug,50,4,0.696,2.7,8,2.6,9,7.7,2,Tian,18,323,5.03,231,0.129,751,0.284,0.63,0.43
2020 LPL Spring,3,beishang,WE,Jug,49,4.6,0.769,2.7,9,2.3,7,8.2,3,beishang,23,340,5.45,302,0.161,771,0.271,0.53,0.43
2020 LPL Spring,4,Kanavi,JDG,Jug,44,6,0.746,3.7,9,1.8,6,6.9,4,Kanavi,16,364,6.14,338,0.177,825,0.321,0.43,0.54
2020 LPL Spring,5,Meteor,BLG,Jug,42,3.6,0.746,2,8,2.4,7,6.7,5,Meteor,18,322,5.38,250,0.133,788,0.296,0.74,0.51
2020 LPL Spring,6,XLB,RNG,Jug,42,3.2,0.69,2.3,9,2.8,9,6.7,6,XLB,16,303,4.78,222,0.128,710,0.283,0.69,0.47
2020 LPL Spring,7,SofM,SN,Jug,41,3.3,0.766,1.8,6,3.2,9,8.8,7,SofM,19,315,5.27,263,0.127,872,0.297,1.1,0.59
2020 LPL Spring,8,Xx,LNG,Jug,41,2.5,0.658,2,7,3,6,5.4,8,Xx,16,306,4.91,224,0.124,763,0.281,0.6,0.42
2020 LPL Spring,9,Wei,ES,Jug,41,4.6,0.764,2.6,9,2.8,6,10.1,9,Wei,23,319,4.51,292,0.139,811,0.288,0.74,0.57
2020 LPL Spring,10,Peanut,LGD,Jug,38,3.7,0.752,3.3,10,2.7,8,6.4,10,Peanut,17,337,5.54,297,0.151,822,0.273,0.51,0.47
2020 LPL Spring,11,H4cker,OMG,Jug,38,3.2,0.712,1.6,7,2.3,6,5.8,11,H4cker,16,321,5.55,217,0.123,744,0.283,0.45,0.39
2020 LPL Spring,12,JunJia,EDG,Jug,32,3.4,0.73,1.7,5,2.9,7,8,12,JunJia,17,296,4.5,225,0.127,776,0.304,0.5,0.45
2020 LPL Spring,13,Xiaopeng,TT,Jug,31,3.2,0.743,2.5,9,3,6,7.3,13,Xiaopeng,19,325,5.21,244,0.137,790,0.29,0.65,0.53
2020 LPL Spring,14,Aix,RA,Jug,31,4.1,0.69,2.6,8,2.2,6,6.4,14,Aix,11,329,5.51,280,0.147,834,0.289,0.48,0.43
2020 LPL Spring,15,Leyan,IG,Jug,31,2.7,0.586,3.1,8,3.3,6,5.9,15,Leyan,13,344,5.49,280,0.128,846,0.316,0.69,0.52
2020 LPL Spring,16,Haro,RW,Jug,26,3.7,0.759,4.5,15,2.9,8,6.1,16,Haro,20,346,5.5,346,0.179,767,0.257,0.52,0.38
2020 LPL Spring,17,Xiaohan,V5,Jug,22,1.5,0.729,2,6,4.1,8,4,17,Xiaohan,11,305,4.89,247,0.141,778,0.264,0.53,0.26
2020 LPL Spring,18,Jiejie,EDG,Jug,17,7.5,0.759,2.5,7,1.4,3,8.1,18,Jiejie,20,325,4.89,233,0.144,714,0.295,0.55,0.39
2020 LPL Spring,19,Ning,IG,Jug,15,2.6,0.603,2,4,3.6,7,7.5,19,Ning,18,318,5.12,234,0.094,935,0.314,0.49,0.42
2020 LPL Spring,20,WeiYan,RW,Jug,14,2.7,0.721,2.6,10,3.7,7,7.5,20,WeiYan,16,315,4.69,236,0.128,876,0.31,0.67,0.36
2020 LPL Spring,21,Chieftain,RA,Jug,12,1.8,0.699,1.3,3,3.4,6,4.7,21,Chieftain,10,284,5.06,159,0.11,711,0.282,0.66,0.55
2020 LPL Spring,22,As6,V5,Jug,9,1.4,0.57,1.3,2,4.1,7,4.6,22,As6,7,282,4.5,188,0.118,673,0.258,0.37,0.36
2020 LPL Spring,23,bless,TT,Jug,4,0.9,0.824,0.5,1,3.8,5,3,23,bless,4,253,4.46,118,0.079,737,0.283,0.49,0.3
2020 LPL Spring,24,Daylight,V5,Jug,2,1.4,0.538,0.5,1,2.5,3,3,24,Daylight,4,284,4.75,172,0.123,583,0.233,0.56,0.26
2020 LPL Spring,1,369,TES,Top,50,3.5,0.561,2.8,7,2.4,6,5.6,1,369,16,384,7.87,456,0.22,727,0.267,0.4,0.17
2020 LPL Spring,2,Morgan,WE,Top,49,2.6,0.575,2.6,8,3.1,7,5.6,2,Morgan,16,367,7.42,394,0.21,745,0.262,0.41,0.24
2020 LPL Spring,3,TheShy,IG,Top,46,2,0.558,3.1,11,4.2,10,5.5,3,TheShy,13,402,7.75,654,0.285,696,0.251,0.36,0.11
2020 LPL Spring,4,Cube,RA,Top,43,3.3,0.631,2.2,10,2.2,6,5.3,4,Cube,13,356,7.28,362,0.204,669,0.241,0.5,0.12
2020 LPL Spring,5,LANGX,RNG,Top,42,3.7,0.616,2.5,11,2.2,8,5.5,5,LANGX,20,380,7.97,411,0.237,671,0.267,0.42,0.17
2020 LPL Spring,6,Xiaobai,ES,Top,41,3.5,0.593,2.8,10,2.8,7,7.1,6,Xiaobai,18,364,7.12,393,0.187,744,0.264,0.44,0.21
2020 LPL Spring,7,Breathe,OMG,Top,38,1.9,0.553,2.4,8,3.1,9,3.4,7,Breathe,11,375,7.7,404,0.23,663,0.252,0.36,0.15
2020 LPL Spring,8,GimGoon,FPX,Top,34,4.1,0.553,2.4,8,1.9,7,5.5,8,GimGoon,15,364,7.32,323,0.187,605,0.241,0.49,0.19
2020 LPL Spring,9,Ale,TT,Top,34,2.8,0.573,3.1,10,2.5,7,3.9,9,Ale,14,396,8.33,383,0.219,749,0.276,0.38,0.21
2020 LPL Spring,10,Kingen,BLG,Top,34,2.5,0.591,2.7,7,2.8,8,4.3,10,Kingen,9,371,7.52,431,0.24,666,0.251,0.4,0.24
2020 LPL Spring,11,Flandre,LNG,Top,33,2.2,0.644,2.3,10,3.4,7,5,11,Flandre,13,373,7.89,415,0.225,758,0.28,0.24,0.25
2020 LPL Spring,12,Lies,LGD,Top,29,2.1,0.564,1.7,6,3.5,10,5.6,12,Lies,16,333,6.77,452,0.228,756,0.249,0.47,0.12
2020 LPL Spring,13,Aodi,EDG,Top,28,3.7,0.613,2.9,10,2.2,8,5.3,13,Aodi,12,358,7,379,0.213,613,0.241,0.37,0.2
2020 LPL Spring,14,Aliez,V5,Top,28,1.2,0.502,1.7,7,3.8,9,3,14,Aliez,9,331,7.08,340,0.196,709,0.248,0.39,0.09
2020 LPL Spring,15,Crazy,RW,Top,26,2.9,0.56,2.4,6,2.6,7,5.1,15,Crazy,16,362,7.46,405,0.211,685,0.237,0.44,0.17
2020 LPL Spring,16,Zoom,JDG,Top,24,5.4,0.59,2.5,6,1.8,4,7.1,16,Zoom,12,409,8.17,422,0.209,676,0.265,0.52,0.17
2020 LPL Spring,17,Biubiu,SN,Top,22,2.7,0.618,2.4,7,3.3,7,6.5,17,Biubiu,17,351,6.65,379,0.175,771,0.26,0.46,0.18
2020 LPL Spring,18,705,JDG,Top,20,2.3,0.623,1.6,7,3.2,8,5.8,18,705,13,343,7.16,375,0.21,675,0.259,0.47,0.16
2020 LPL Spring,19,Bin,SN,Top,19,2,0.587,2.7,7,3.8,7,4.9,19,Bin,10,371,7.63,428,0.218,774,0.267,0.32,0.14
2020 LPL Spring,20,Khan,FPX,Top,16,2.8,0.562,3.8,11,3.2,7,5.2,20,Khan,16,381,6.94,433,0.226,802,0.274,0.53,0.23
2020 LPL Spring,21,Jinoo,EDG,Top,14,3.3,0.531,1.9,5,2.4,5,6,21,Jinoo,13,353,7.19,388,0.236,624,0.267,0.52,0.27
2020 LPL Spring,22,Holder,RW,Top,14,3.1,0.681,2.4,7,3.3,7,7.8,22,Holder,19,338,6.43,387,0.206,732,0.243,0.41,0.19
2020 LPL Spring,23,ADD,BLG,Top,8,2.5,0.731,2.1,4,3.4,6,6.4,23,ADD,12,333,6.36,487,0.216,772,0.283,0.48,0.26
2020 LPL Spring,24,chenlun17,LNG,Top,8,2.1,0.58,1.9,6,3,6,4.5,24,chenlun17,11,338,6.73,307,0.187,645,0.232,0.41,0.1
2020 LPL Spring,25,Xiaoxiang,EDG,Top,7,2.1,0.468,2.6,7,2.6,5,2.7,25,Xiaoxiang,7,343,6.98,330,0.199,750,0.279,0.38,0.2
2020 LPL Spring,26,Cult,LGD,Top,6,1.9,0.593,3.3,6,4.2,7,4.7,26,Cult,12,372,7.53,422,0.199,868,0.279,0.38,0.21
2020 LPL Spring,27,Mole,V5,Top,4,0.9,0.727,1.5,2,4.5,5,2.5,27,Mole,4,323,6.64,437,0.303,523,0.19,0.27,0.14
2020 LPL Spring,28,Fenfen,LGD,Top,3,1.7,0.559,0.7,1,3.7,6,5.7,28,Fenfen,9,307,5.98,236,0.164,601,0.237,0.44,0.08
2020 LPL Spring,29,clx,V5,Top,1,0.5,0.5,1,1,4,4,1,29,clx,1,309,7,368,0.284,512,0.204,0.41,0.41
2020 LPL Spring,30,Melody,TT,Top,1,3,0.5,0,0,1,1,3,30,Melody,3,299,7.17,449,0.248,697,0.277,0.29,0.11
2020 LPL Spring,1,Doinb,FPX,Mid,50,5.7,0.743,4.3,11,2,6,6.8,1,Doinb,15,425,8.6,544,0.304,588,0.222,0.43,0.22
2020 LPL Spring,2,knight,TES,Mid,50,5.5,0.748,4.9,19,2,7,6.3,2,knight,15,421,8.58,642,0.309,439,0.161,0.35,0.21
2020 LPL Spring,3,Scout,EDG,Mid,49,4.6,0.659,3.5,9,2,5,5.4,3,Scout,11,402,8.49,473,0.274,454,0.181,0.4,0.23
2020 LPL Spring,4,Rookie,IG,Mid,46,3.2,0.673,3.9,13,3.2,8,6.5,4,Rookie,14,378,7.52,650,0.283,463,0.167,0.37,0.25
2020 LPL Spring,5,Yagao,JDG,Mid,44,6,0.668,3.6,7,1.6,4,5.9,5,Yagao,13,392,8.16,492,0.257,424,0.165,0.42,0.31
2020 LPL Spring,6,Xiaohu,RNG,Mid,42,3.5,0.689,3.5,10,2.5,8,5.5,6,Xiaohu,17,386,8.18,489,0.282,464,0.185,0.42,0.24
2020 LPL Spring,7,FoFo,BLG,Mid,42,4.7,0.744,3.4,10,1.9,6,5.3,7,FoFo,14,383,8.15,562,0.298,421,0.158,0.47,0.31
2020 LPL Spring,8,Maple,LNG,Mid,41,3.9,0.699,3.1,13,2,6,4.7,8,Maple,16,371,7.92,509,0.281,407,0.15,0.5,0.24
2020 LPL Spring,9,Cryin,ES,Mid,41,6.1,0.775,5.2,14,2.1,5,7.7,9,Cryin,15,416,8.2,617,0.293,521,0.185,0.41,0.18
2020 LPL Spring,10,Angel,SN,Mid,41,4.7,0.739,4.2,13,2.1,7,6,10,Angel,14,383,7.75,545,0.263,458,0.156,0.48,0.19
2020 LPL Spring,11,Teacherma,WE,Mid,39,3.8,0.708,3.4,9,2.8,11,7.3,11,Teacherma,17,364,7.19,466,0.238,551,0.188,0.36,0.13
2020 LPL Spring,12,icon,OMG,Mid,38,2.9,0.672,2.8,13,2.4,6,4.2,12,icon,10,386,8.45,476,0.271,480,0.182,0.42,0.15
2020 LPL Spring,13,Yuuki,LGD,Mid,36,2.8,0.679,3.1,11,3.2,7,5.8,13,Yuuki,18,392,8.32,514,0.26,580,0.192,0.4,0.23
2020 LPL Spring,14,Forge,RA,Mid,33,3.3,0.701,3.8,10,2.7,6,5.3,14,Forge,12,397,8.37,504,0.272,598,0.211,0.45,0.19
2020 LPL Spring,15,Ruby,RW,Mid,31,2.6,0.656,2.7,7,3.4,8,5.9,15,Ruby,15,352,7.1,474,0.256,545,0.185,0.44,0.3
2020 LPL Spring,16,Xiye,TT,Mid,26,3.1,0.67,3.7,9,2.5,6,4.2,16,Xiye,11,387,7.92,474,0.275,510,0.187,0.31,0.25
2020 LPL Spring,17,Mole,V5,Mid,23,1.5,0.695,2.3,6,4.2,8,4,17,Mole,8,358,7.72,507,0.297,500,0.177,0.36,0.21
2020 LPL Spring,18,clx,V5,Mid,10,1.2,0.597,1.4,3,3.7,7,3.2,18,clx,10,332,7.33,443,0.272,605,0.214,0.48,0.17
2020 LPL Spring,19,Hoyoung,WE,Mid,10,2.5,0.683,1.8,5,2.8,5,5.3,19,Hoyoung,12,331,6.92,373,0.242,404,0.162,0.39,0.14
2020 LPL Spring,20,Zeka,RA,Mid,10,3.2,0.642,2.9,9,1.6,4,2.3,20,Zeka,7,348,7.57,464,0.307,442,0.17,0.38,0.16
2020 LPL Spring,21,Twila,TT,Mid,9,4.4,0.689,2.6,6,2.1,7,6.8,21,Twila,20,379,8.09,508,0.279,480,0.181,0.41,0.25
2020 LPL Spring,22,Wuming,RW,Mid,9,3.6,0.781,3.7,8,3.7,7,9.4,22,Wuming,20,348,6.64,576,0.277,557,0.192,0.36,0.2
2020 LPL Spring,23,Fenfen,LGD,Mid,2,3.6,0.783,4.5,7,2.5,4,4.5,23,Fenfen,7,399,6.85,443,0.254,517,0.183,0.44,0.15
2020 LPL Spring,1,Lwx,FPX,Bot,50,6,0.713,4.5,13,1.8,5,6.2,1,Lwx,16,441,9.28,536,0.3,269,0.102,0.42,0.34
2020 LPL Spring,2,Hope,EDG,Bot,49,6.8,0.727,4.8,11,1.4,5,5,2,Hope,10,439,9.36,511,0.296,282,0.112,0.42,0.48
2020 LPL Spring,3,Jiumeng,WE,Bot,49,4.2,0.745,4.9,15,2.5,9,5.6,3,Jiumeng,12,432,8.74,569,0.303,361,0.127,0.42,0.4
2020 LPL Spring,4,Puff,IG,Bot,46,4.1,0.64,4.8,14,2.4,7,5.1,4,Puff,17,444,9.17,583,0.254,350,0.126,0.37,0.43
2020 LPL Spring,5,LokeN,JDG,Bot,44,6.9,0.695,4.2,11,1.4,5,5.7,5,LokeN,12,446,9.52,526,0.275,294,0.114,0.46,0.4
2020 LPL Spring,6,iBoy,RA,Bot,43,4.3,0.703,3.1,8,2,6,5.2,6,iBoy,11,417,8.98,548,0.309,330,0.119,0.48,0.65
2020 LPL Spring,7,Jinjiao,BLG,Bot,42,3.7,0.685,3.2,11,2.2,5,4.8,7,Jinjiao,13,419,9.16,500,0.265,337,0.126,0.48,0.47
2020 LPL Spring,8,Betty,RNG,Bot,42,5.2,0.725,4.1,13,1.8,5,5.4,8,Betty,13,410,8.41,457,0.264,293,0.117,0.56,0.51
2020 LPL Spring,9,Wink,ES,Bot,41,5.6,0.715,4.6,11,2.1,5,7.3,9,Wink,15,459,10,619,0.294,341,0.121,0.44,0.53
2020 LPL Spring,10,Zwuji,RW,Bot,40,4,0.737,3.8,11,2.6,7,6.5,10,Zwuji,13,401,8.13,535,0.281,346,0.118,0.41,0.5
2020 LPL Spring,11,huanfeng,SN,Bot,39,3.9,0.751,4.8,14,2.6,7,5.5,11,huanfeng,14,454,9.87,720,0.347,387,0.132,0.41,0.37
2020 LPL Spring,12,Kramer,LGD,Bot,38,3.5,0.766,4,13,2.8,6,5.9,12,Kramer,16,424,8.37,573,0.291,388,0.129,0.57,0.57
2020 LPL Spring,13,Smlz,OMG,Bot,38,3.2,0.659,2.9,9,2.1,5,4,13,Smlz,12,412,8.88,532,0.303,329,0.125,0.5,0.51
2020 LPL Spring,14,GALA,TT,Bot,35,3.8,0.659,2.9,10,2.1,7,5.1,14,GALA,15,417,9.28,527,0.301,298,0.11,0.32,0.29
2020 LPL Spring,15,y4,V5,Bot,33,1.9,0.725,2.2,12,3.4,5,4.1,15,y4,15,337,6.09,382,0.226,384,0.136,0.78,0.4
2020 LPL Spring,16,Photic,TES,Bot,31,3.6,0.682,4,13,2.6,6,5.6,16,Photic,11,415,8.55,525,0.257,399,0.146,0.46,0.44
2020 LPL Spring,17,Asura,LNG,Bot,26,3.2,0.771,3.6,14,2.9,6,5.7,17,Asura,15,395,7.8,596,0.312,353,0.13,0.47,0.38
2020 LPL Spring,18,JackeyLove,TES,Bot,19,4.1,0.656,4.5,11,2.6,7,6.2,18,JackeyLove,13,449,9.41,647,0.305,378,0.14,0.38,0.49
2020 LPL Spring,19,Light,LNG,Bot,15,2.7,0.622,2.7,8,2.3,5,3.5,19,Light,12,412,9.67,431,0.266,302,0.111,0.34,0.29
2020 LPL Spring,20,Weiwei,SN,Bot,2,3.1,0.733,2.5,4,3.5,4,8.5,20,Weiwei,12,373,7.78,529,0.257,335,0.121,0.33,0.42
2020 LPL Spring,1,Crisp,FPX,Sup,50,4.7,0.681,0.6,2,2.2,7,9.6,1,Crisp,20,235,1.13,119,0.067,366,0.139,1.61,0.31
2020 LPL Spring,2,Meiko,EDG,Sup,49,3.3,0.689,0.7,3,2.8,8,8.7,2,Meiko,18,229,0.93,139,0.081,383,0.153,1.62,0.26
2020 LPL Spring,3,Missing,WE,Sup,49,3.7,0.748,0.9,3,2.9,6,9.7,3,Missing,26,244,1.31,165,0.088,445,0.156,1.57,0.43
2020 LPL Spring,4,Southwind,IG,Sup,46,4.4,0.627,1,3,2.2,6,8.8,4,Southwind,21,249,1.45,147,0.064,392,0.141,1.43,0.32
2020 LPL Spring,5,LvMao,JDG,Sup,44,4.8,0.703,0.6,3,2.1,6,9.5,5,LvMao,21,235,1.12,155,0.082,355,0.138,1.57,0.27
2020 LPL Spring,6,Ming,RNG,Sup,42,3.5,0.71,0.7,5,2.7,8,8.6,6,Ming,18,241,1.72,155,0.089,371,0.148,1.62,0.34
2020 LPL Spring,7,XinMo,BLG,Sup,42,2.5,0.679,0.5,2,3.1,8,7.5,7,XinMo,18,225,1.01,129,0.069,432,0.162,1.56,0.26
2020 LPL Spring,8,SwordArt,SN,Sup,41,3,0.718,0.6,2,3.3,8,9.3,8,SwordArt,23,224,0.98,151,0.073,446,0.152,1.66,0.28
2020 LPL Spring,9,ShiauC,ES,Sup,41,3.5,0.704,1.5,5,3.3,8,10.3,9,ShiauC,22,246,1.06,182,0.086,401,0.142,1.84,0.43
2020 LPL Spring,10,Ley,RW,Sup,40,2.4,0.713,1,5,4.1,9,8.9,10,Ley,24,242,1.64,164,0.087,534,0.182,1.31,0.32
2020 LPL Spring,11,Duan,LNG,Sup,39,2.1,0.63,0.7,4,3.5,9,6.7,11,Duan,25,232,1.58,141,0.078,474,0.174,1.39,0.43
2020 LPL Spring,12,COLD,OMG,Sup,38,2.6,0.662,0.7,3,2.7,7,6.2,12,COLD,20,235,1.54,129,0.074,413,0.157,1.43,0.27
2020 LPL Spring,13,Mark,TT,Sup,35,2.6,0.64,0.6,3,3,8,7.2,13,Mark,20,229,1.14,124,0.071,379,0.14,1.48,0.32
2020 LPL Spring,14,QiuQiu,TES,Sup,31,4,0.674,0.7,4,2.4,7,8.9,14,QiuQiu,25,235,1.12,153,0.075,388,0.14,1.49,0.3
2020 LPL Spring,15,Hang,RA,Sup,26,3,0.704,0.8,4,3.1,7,8.6,15,Hang,17,240,1.69,153,0.076,477,0.161,1.32,0.25
2020 LPL Spring,16,Killua,LGD,Sup,23,3.2,0.765,0.6,4,3.1,8,9.2,16,Killua,17,242,1.96,163,0.083,489,0.161,1.58,0.29
2020 LPL Spring,17,yuyanjia,TES,Sup,19,3.4,0.637,0.8,2,3,7,9.4,17,yuyanjia,19,240,0.88,144,0.068,388,0.147,1.62,0.26
2020 LPL Spring,18,Maestro,RA,Sup,17,2.1,0.665,0.5,2,3.1,6,5.8,18,Maestro,14,210,0.96,81,0.057,334,0.134,1.58,0.25
2020 LPL Spring,19,clx,V5,Sup,17,1.6,0.636,1.5,7,4.2,8,5.1,19,clx,11,310,5.44,349,0.197,538,0.19,0.78,0.26
2020 LPL Spring,20,poge,V5,Sup,16,0.9,0.577,0.4,2,4.7,8,3.6,20,poge,11,213,1.58,115,0.072,456,0.161,1.2,0.26
2020 LPL Spring,21,Chance,LGD,Sup,15,2.5,0.685,0.5,2,3.6,7,8.5,21,Chance,22,227,1.26,142,0.073,414,0.14,1.5,0.31
2020 LPL Spring,22,Iwandy,LNG,Sup,2,0.3,0.6,0,0,5.5,6,1.5,22,Iwandy,3,194,1.22,112,0.073,481,0.189,1.45,0.29
2020 LCK Spring,1,Doran,DRX,Top,52,3.2,0.589,2.2,12,2.3,7,5.4,1,Doran,14,380,8.3,387,0.196,675,0.254,0.51,0.18
2020 LCK Spring,2,Nuguri,DK,Top,51,2.3,0.66,2.8,10,3.2,9,4.5,2,Nuguri,13,411,8.81,531,0.288,669,0.246,0.41,0.27
2020 LCK Spring,3,Canna,T1,Top,47,6,0.692,2.5,8,1.4,4,5.9,3,Canna,15,379,7.76,381,0.215,610,0.246,0.47,0.18
2020 LCK Spring,4,Rascal,GEN,Top,46,3.7,0.606,2.3,10,2,8,5,4,Rascal,12,377,8.1,368,0.212,699,0.286,0.49,0.22
2020 LCK Spring,5,Kiin,AF,Top,46,2.5,0.647,2.1,8,2.8,8,4.8,5,Kiin,15,379,8.24,478,0.271,600,0.241,0.57,0.23
2020 LCK Spring,6,CuVee,HLE,Top,45,1.9,0.621,2.1,8,3.1,7,3.7,6,CuVee,12,359,7.54,424,0.244,652,0.249,0.52,0.23
2020 LCK Spring,7,Ikssu,SP,Top,43,2.1,0.628,2,10,3.2,8,4.9,7,Ikssu,17,335,6.79,437,0.232,770,0.273,0.47,0.16
2020 LCK Spring,8,SoHwan,KT,Top,42,2.3,0.531,1.2,4,2.2,5,3.8,8,SoHwan,15,356,7.82,333,0.193,599,0.241,0.52,0.18
2020 LCK Spring,9,Summit,LSB,Top,32,2.1,0.638,2,5,2.9,7,4,9,Summit,13,370,8.18,433,0.259,696,0.268,0.5,0.3
2020 LCK Spring,10,Sword,GRF,Top,28,2,0.581,1.5,5,2.6,7,3.7,10,Sword,9,339,7.32,315,0.204,676,0.269,0.48,0.24
2020 LCK Spring,11,Lonely,LSB,Top,12,2.6,0.736,2.4,8,3.1,6,5.5,11,Lonely,13,364,7.69,407,0.254,703,0.262,0.56,0.22
2020 LCK Spring,12,Untara,GRF,Top,9,2.2,0.512,1.1,4,2.1,5,3.6,12,Untara,9,333,7.21,368,0.216,548,0.23,0.43,0.13
2020 LCK Spring,13,Hoya,GRF,Top,8,1.5,0.5,2.1,6,2.6,5,1.9,13,Hoya,6,338,7.47,352,0.241,496,0.212,0.49,0.12
2020 LCK Spring,14,Rey,KT,Top,6,1.8,0.556,2.2,7,2.8,5,2.8,14,Rey,8,354,7.45,273,0.189,730,0.287,0.38,0.17
2020 LCK Spring,15,Roach,T1,Top,4,2.1,0.574,3.2,4,3.2,6,3.5,15,Roach,8,365,7.75,320,0.183,632,0.258,0.5,0.2
2020 LCK Spring,16,Chovy,DRX,Top,3,5,0.375,1.3,3,1,2,3.7,16,Chovy,6,410,9.68,465,0.261,624,0.242,0.5,0.46
2020 LCK Spring,1,Pyosik,DRX,Jug,55,4.9,0.711,2.5,8,1.9,6,6.7,1,Pyosik,20,331,5.64,256,0.13,841,0.317,0.53,0.52
2020 LCK Spring,2,Canyon,DK,Jug,51,3,0.673,1.5,9,2.5,7,5.9,2,Canyon,16,308,5.24,221,0.12,846,0.311,0.64,0.5
2020 LCK Spring,3,Clid,GEN,Jug,46,4.8,0.724,2.2,7,1.8,5,6.5,3,Clid,18,325,5.38,222,0.128,766,0.313,0.68,0.6
2020 LCK Spring,4,Haru,HLE,Jug,45,2.6,0.75,1.9,11,2.7,6,5.1,4,Haru,22,318,5.6,237,0.137,784,0.299,0.68,0.47
2020 LCK Spring,5,Tarzan,GRF,Jug,45,3.1,0.702,1.7,7,2,6,4.6,5,Tarzan,17,296,5.05,207,0.132,695,0.283,0.76,0.5
2020 LCK Spring,6,Flawless,SP,Jug,43,2.5,0.69,2.1,7,3,8,5.4,6,Flawless,17,310,5.08,230,0.122,821,0.291,0.73,0.6
2020 LCK Spring,7,bonO,KT,Jug,43,4,0.783,1.4,5,1.9,6,6.3,7,bonO,22,309,5.2,214,0.124,773,0.309,0.61,0.51
2020 LCK Spring,8,Cuzz,T1,Jug,42,6.9,0.73,1.7,5,1.3,5,7,8,Cuzz,16,316,5.53,267,0.15,754,0.306,0.83,0.58
2020 LCK Spring,9,Spirit,AF,Jug,33,3.5,0.734,2.1,8,2.4,6,6.3,9,Spirit,16,306,4.99,255,0.14,640,0.262,0.87,0.73
2020 LCK Spring,10,OnFleek,LSB,Jug,29,2.7,0.725,2,11,2.6,7,5,10,OnFleek,12,315,5.61,221,0.135,813,0.309,0.78,0.72
2020 LCK Spring,11,Punch,LSB,Jug,15,4,0.793,1.7,6,2,5,6.3,11,Punch,14,299,4.96,202,0.121,728,0.282,0.67,0.51
2020 LCK Spring,12,Dread,AF,Jug,13,2.1,0.693,1.3,5,2.8,5,4.8,12,Dread,9,286,4.74,188,0.118,715,0.273,0.73,0.51
2020 LCK Spring,13,Ellim,T1,Jug,9,6.3,0.798,1.7,5,1.7,4,8.9,13,Ellim,15,322,5.13,182,0.106,790,0.313,0.54,0.43
2020 LCK Spring,14,Malrang,KT,Jug,5,1.9,0.826,1.2,4,2,3,2.6,14,Malrang,5,287,4.62,146,0.111,676,0.275,0.75,0.49
2020 LCK Spring,1,Chovy,DRX,Mid,52,5.2,0.629,3.4,13,1.5,6,4.7,1,Chovy,13,412,9.35,541,0.273,490,0.184,0.53,0.39
2020 LCK Spring,2,Faker,T1,Mid,51,6,0.664,3,9,1.4,5,5.1,2,Faker,13,406,9.03,472,0.266,440,0.178,0.53,0.29
2020 LCK Spring,3,ShowMaker,DK,Mid,51,4.4,0.69,2.9,8,1.7,5,4.7,3,ShowMaker,15,392,8.59,472,0.256,489,0.18,0.54,0.23
2020 LCK Spring,4,Kuro,KT,Mid,48,4.5,0.716,2.2,6,1.5,4,4.5,4,Kuro,12,367,8.19,422,0.25,421,0.169,0.57,0.29
2020 LCK Spring,5,Bdd,GEN,Mid,46,6.7,0.74,3.2,11,1.3,5,5.7,5,Bdd,16,388,8.37,455,0.262,385,0.158,0.56,0.23
2020 LCK Spring,6,Ucal,GRF,Mid,44,3,0.687,2.2,8,2.1,6,4.1,6,Ucal,14,365,8.38,387,0.245,467,0.189,0.48,0.31
2020 LCK Spring,7,Tempt,HLE,Mid,39,2.9,0.685,2.3,8,2.2,5,4.3,7,Tempt,13,374,8.67,455,0.264,471,0.184,0.59,0.23
2020 LCK Spring,8,Dove,LSB,Mid,37,3.1,0.635,2.2,7,1.9,6,3.9,8,Dove,11,374,8.38,416,0.257,440,0.17,0.49,0.26
2020 LCK Spring,9,Fly,AF,Mid,33,2.8,0.669,2.1,10,2.5,8,5.1,9,Fly,13,340,7.19,383,0.214,511,0.211,0.48,0.23
2020 LCK Spring,10,Cover,SP,Mid,25,2.4,0.576,2.2,7,3,9,5,10,Cover,12,385,8.64,486,0.245,528,0.18,0.33,0.26
2020 LCK Spring,11,Keine,SP,Mid,18,2.2,0.575,1.7,6,2.3,4,3.4,11,Keine,10,356,8.4,438,0.252,394,0.149,0.63,0.24
2020 LCK Spring,12,All iN,AF,Mid,13,4.3,0.635,3.3,7,1.5,4,3.4,12,All iN,8,371,8.09,355,0.21,507,0.189,0.58,0.15
2020 LCK Spring,13,FATE,LSB,Mid,7,3.3,0.709,2.9,6,2.4,6,5.1,13,FATE,14,382,8.37,542,0.299,434,0.158,0.52,0.18
2020 LCK Spring,14,Lava,HLE,Mid,6,2.3,0.667,3,7,2.3,4,2.3,14,Lava,7,372,8.34,548,0.296,608,0.204,0.41,0.32
2020 LCK Spring,15,SOLKA,DRX,Mid,3,5.8,0.725,5,7,1.7,3,4.7,15,SOLKA,7,385,7.8,446,0.25,427,0.165,0.67,0.47
2020 LCK Spring,16,Naehyun,GRF,Mid,1,0,0,0,0,0,0,0,16,Naehyun,0,348,9.53,172,0.261,323,0.204,0.47,0.36
